project_name,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,clsCoef,hubs,t2,t3,t4,c1,c2,score
Github_mct17,0.838,0.038,0.0,0.246,0.179,0.008,0.004,0.005,0.003,0.937,0.005,0.005,0.019,0.525,0.425,0.097,0.268,0.005,0.001,0.111,0.956,0.99,0.258
