project_name,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,clsCoef,hubs,t2,t3,t4,c1,c2,score
Github_hazelcast,0.794,0.361,0.068,0.998,0.992,0.141,0.102,0.101,0.074,0.681,0.133,0.102,0.394,0.995,0.648,0.151,0.466,0.003,0.0,0.111,0.496,0.753,0.389
