project_name,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,clsCoef,hubs,t2,t3,t4,c1,c2,score
Promise_pbeans2,0.673,0.239,0.0,0.686,0.216,0.126,0.098,0.137,0.167,0.363,0.314,0.098,0.431,0.893,0.551,0.224,0.357,0.176,0.02,0.111,0.286,0.54,0.305
