project_name,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,clsCoef,hubs,t2,t3,t4,c1,c2,score
Promise_poi30,0.854,0.706,0.005,0.957,0.939,0.196,0.233,0.206,0.118,0.538,0.229,0.206,0.459,0.983,0.535,0.047,0.424,0.011,0.002,0.2,0.054,0.137,0.365
