project_name,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,clsCoef,hubs,t2,t3,t4,c1,c2,score
Promise_ant14,0.609,0.332,0.043,0.936,0.918,0.198,0.174,0.146,0.126,0.463,0.26,0.181,0.49,0.982,0.514,0.123,0.347,0.007,0.001,0.2,0.235,0.47,0.353
