project_name,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,clsCoef,hubs,t2,t3,t4,c1,c2,score
Github_Neo4j,0.978,0.416,0.024,0.929,0.91,0.019,0.01,0.01,0.011,0.974,0.017,0.01,0.065,0.985,0.08,0.017,0.046,0.001,0.0,0.2,0.92,0.98,0.346
