project_name,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,clsCoef,hubs,t2,t3,t4,c1,c2,score
Github_mct17,0.838,0.041,0.231,0.246,0.236,0.008,0.005,0.005,0.003,0.937,0.005,0.005,0.017,0.524,0.161,0.05,0.1,0.003,0.001,0.2,0.956,0.99,0.253
