project_name,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,clsCoef,hubs,t2,t3,t4,c1,c2,score
Github_mapdb,0.831,0.405,0.005,0.858,0.789,0.157,0.118,0.112,0.097,0.755,0.205,0.109,0.384,0.963,0.331,0.049,0.198,0.015,0.003,0.2,0.468,0.73,0.354
