Project,Method,Stability,CI_Lower,CI_Upper
Promise_ant14,Chi2,1.0,1.0,1.0
Promise_ant14,MutualInfo,1.0,1.0,1.0
Promise_ant14,ReliefF,0.5437,0.4798,0.6075
Promise_ant14,Lasso,1.0,1.0,1.0
