Run,Project,Feature_1,Feature_2,Feature_3
Run_1,BugPrediction_Eclipse,WMC,CBO,LOC
Run_2,BugPrediction_Eclipse,WMC,CBO,RFC
Run_3,BugPrediction_Eclipse,WMC,CBO,RFC
Run_4,BugPrediction_Eclipse,WMC,CBO,RFC
Run_5,BugPrediction_Eclipse,WMC,RFC,LOC
Run_6,BugPrediction_Eclipse,WMC,CBO,RFC
Run_7,BugPrediction_Eclipse,WMC,CBO,RFC
Run_8,BugPrediction_Eclipse,WMC,RFC,LOC
Run_9,BugPrediction_Eclipse,WMC,CBO,RFC
Run_10,BugPrediction_Eclipse,WMC,CBO,LOC
Run_11,BugPrediction_Eclipse,WMC,CBO,LOC
Run_12,BugPrediction_Eclipse,WMC,RFC,LOC
Run_13,BugPrediction_Eclipse,WMC,RFC,LOC
Run_14,BugPrediction_Eclipse,WMC,CBO,RFC
Run_15,BugPrediction_Eclipse,WMC,RFC,LOC
Run_16,BugPrediction_Eclipse,WMC,RFC,LOC
Run_17,BugPrediction_Eclipse,WMC,CBO,RFC
Run_18,BugPrediction_Eclipse,WMC,CBO,LOC
Run_19,BugPrediction_Eclipse,WMC,RFC,LOC
Run_20,BugPrediction_Eclipse,WMC,RFC,LOC
Run_21,BugPrediction_Eclipse,WMC,CBO,RFC
Run_22,BugPrediction_Eclipse,WMC,CBO,RFC
Run_23,BugPrediction_Eclipse,WMC,RFC,LOC
Run_24,BugPrediction_Eclipse,WMC,RFC,LOC
Run_25,BugPrediction_Eclipse,WMC,RFC,LOC
Run_26,BugPrediction_Eclipse,WMC,CBO,RFC
Run_27,BugPrediction_Eclipse,WMC,RFC,LOC
Run_28,BugPrediction_Eclipse,WMC,CBO,RFC
Run_29,BugPrediction_Eclipse,WMC,CBO,RFC
Run_30,BugPrediction_Eclipse,WMC,CBO,LOC
