Project,Method,Stability,CI_Lower,CI_Upper
Promise_synapse12,Chi2,1.0,1.0,1.0
Promise_synapse12,MutualInfo,0.5,0.414,0.586
Promise_synapse12,ReliefF,0.7517,0.7167,0.7868
Promise_synapse12,Lasso,0.9023,0.8068,0.9978
