Project,Method,Stability,CI_Lower,CI_Upper
Promise_xalan27,Chi2,1.0,1.0,1.0
Promise_xalan27,MutualInfo,0.8437,0.7351,0.9523
Promise_xalan27,ReliefF,0.7598,0.6698,0.8497
Promise_xalan27,Lasso,0.6402,0.5113,0.7692
